NUM TDA,NOMBRE DE TDA,CADENA,FORMATO,MUNICIPIO/CIUDAD,ESTADO,DIVISION,DEPOSITO / DISTRIBUIDOR,ESTRUCTURA,GRADO
1953,Bloody Silver HighShop,proveedor_2,SmallShop,Great Yellow Hole,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
1954,Tiny Crimson Deli,proveedor_2,SmallShop,Funny Azure Castle,Alflorval,CENTRO,Gornmadvit Industrail,DISTRIBUIDORES,IV
1955,Clean Lavender BookShop,proveedor_2,SmallShop,Little Lime Pine,Armamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
1960,Bloody Chocolate Bank,proveedor_2,SmallShop,Last Indigo City,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
1961,Dead Cyan Grocery,proveedor_2,SmallShop,Awful Coral Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1963,Legendary Magenta Mall,proveedor_2,SmallShop,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
1964,Evil Coral BigCenter,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Rusrusmo Toughworks,METRO,V
1965,Dirty Orchid Fishmonger,proveedor_2,Grocery,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
1967,Interesting Silver Baker,proveedor_2,Grocery,Evil White Baton,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
1968,Old Red SuperMarket,proveedor_2,Grocery,Singing Chartreuse Waters,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
1969,Massive Dark Florist,proveedor_2,Grocery,Bloody Maroon Pine,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
1971,Empty Pink Cafe,proveedor_2,Grocery, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
1974,Short Silver CoffeShop,proveedor_2,Leftorium,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1975,Dull Blue Fishmonger,proveedor_2,AllInOne,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
1977,Bizarre Red Market,proveedor_2,SmallShop,Long Crimson Ball,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
1978,Bloody Navy AllInOne,proveedor_2,SmallShop,Tiny Black Town,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
1979,Alive Brown SmallShop,proveedor_2,SmallShop,Enlightened Magenta Baton,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1980,Little Violet BigCom,proveedor_2,SmallShop,Legendary Lavender Tower,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
1982,Young Orchid SmallShop,proveedor_2,SmallShop,Dirty Indigo Mud,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
1983,Enlightened Coral Convenience,proveedor_2,SmallShop,Horrible Crimson Creek,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
1985,Defiant Cyan Cafe,proveedor_2,Grocery,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
1987,Bizarre Lemon Convenience,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
1988,Horrible Dark Tobacconist,proveedor_2,Grocery,Massive Pink Ledge,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1990,Dirty Burgundy Cafe,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1991,Dangerous Fuchsia Fishmonger,proveedor_2,Grocery,Legendary Orange Dirt,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1992,Old Cyan Cafe,proveedor_2,Grocery,Angry Azure Waters,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1994,Funny Indigo LunchHall,proveedor_2,Grocery,First Dark Creek,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1995,Horrible Indigo Convenience,proveedor_2,Grocery,Bloody Yellow Town,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1996,Evil Aqua Laundrette,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
1998,Small Golden SuperMarket,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
1999,Dangerous Blue AllInOne,proveedor_2,Grocery, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
2000,Legendary Magenta Leftorium,proveedor_2,AllInOne,Young Aquamarine Waters,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
2005, Grey Tobacconist,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2006,Kicking Fuchsia Deli,proveedor_2,AllInOne,Angry Black Beach,Lorgornna,SUROESTE,Gulrodlor Industrail,DISTRIBUIDORES,VI
2008,Dull Azure BigCom,proveedor_2,AllInOne,Angry Navy Ledge,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2009,Bloody Purple Florist,proveedor_2,AllInOne,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2010,Dirty Green BigCom,proveedor_2,Grocery,Massive Turquoise Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
2012,Dirty Burgundy HairDresser,proveedor_2,Grocery,Kicking Crimson Key,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
2013,Empty Lemon BigCom,proveedor_2,Grocery,Horrible Dark Butter,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
2014,Angry Burgundy BigCom,proveedor_2,Grocery,Last Purple Vessel,Namobar,OCCIDENTE,Arthona Vocals,FORANEO,III
2015,Evil Indigo Mall,proveedor_2,SmallShop,Alive Green Hole,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
2017,Evil Khaki Laundrette,proveedor_2,SmallShop,Young Sea Green Burgo,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
2018,Defiant Turquoise HighShop,proveedor_2,SmallShop,Alive Aquamarine River,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
2019,Bizarre Golden Tobacconist,proveedor_2,SmallShop,Legendary Crimson City,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2020,Tiny Red GreatShop,proveedor_2,SmallShop,Small Crimson Waters,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
2021,Short Pink Center,proveedor_2,TinyShop,Big Violet Baton,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2022,Big Indigo Chemist,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2023,Little Coral Tobacconist,proveedor_2,Leftorium,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2024,Alive Beige Grocery,proveedor_2,AllInOne,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2026,Kicking Orange HairDresser,proveedor_2,AllInOne,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
2027,Impressive Navy Florist,proveedor_2,AllInOne,Rare Sea Green Beach,Lorthogul,BAJÍO,Rodgullor Ifonforge Industries,DISTRIBUIDORES,II
2028,Empty Maroon Jeweller,proveedor_2,AllInOne,Old Sea Green Soil,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2029,Enlightened Cyan HairDresser,proveedor_2,AllInOne,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
2030,Dull Chartreuse BigCenter,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2033,Defiant Sea Green Fishmonger,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2034,Funny Coral AllInOne,proveedor_2,Leftorium,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
2035,Short Lemon Shop,proveedor_2,Grocery,Rare Orchid Capital,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
2036,Dangerous Fuchsia LunchHall,proveedor_2,Grocery,High Dark Rock,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
2038,Kicking Brown Center,proveedor_2,AllInOne,Impressive Chocolate Forest,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
2039,Massive Aquamarine Shop,proveedor_2,SmallShop,Bloody Olive Dirt,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
2040,Small Yellow Center,proveedor_2,SmallShop,Evil Orchid Shop,Coalmar,SURESTE,Malormad Corp.,FORANEO,VI
2041,Young Violet GreatShop,proveedor_2,Leftorium,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
2042,Clean Olive BookShop,proveedor_2,Leftorium,Rare Brown Key,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2044,Big Orchid Bank,proveedor_2,Leftorium,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
2049,Massive Navy LunchHall,proveedor_2,Leftorium,Great Navy Stone,Madgulrus,NORESTE,Barrusgul Corp.,FORANEO,II
2050,Kicking Purple LunchHall,proveedor_2,Leftorium,Bloody Turquoise River,Alfrusma,OCCIDENTE,Navallor Gmbh,FORANEO,III
2052,Angry Indigo Center,proveedor_2,GipsyTrade,Big Silver Burgo,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
2053,Interesting Aquamarine Deli,proveedor_2,Leftorium,Alive Blue Baton,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2054,Enlightened Cyan Laundrette,proveedor_2,AllInOne,Angry Indigo Applepie,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
2055,Dirty Lime BigCom,proveedor_2,SmallShop,High Aqua Asteroid,Thrilvallor,CENTRO,Gornmadvit Industrail,DISTRIBUIDORES,IV
2058,Dead Silver Tobacconist,proveedor_2,SmallShop,Defiant Lemon Tower,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
2059,Funny Azure Grocery,proveedor_2,SmallShop,Bloody Silver Butter,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2061,Bizarre Red Fishmonger,proveedor_2,SmallShop,First Turquoise Tower,Gulalco,OCCIDENTE,Arthona Vocals,FORANEO,I
2066,Kicking Magenta Convenience,proveedor_2,AllInOne,Singing Brown Mud,Thrilvallor,CENTRO,Naargul Inc.,DISTRIBUIDORES,IV
2067,Little Maroon CoffeShop,proveedor_2,SmallShop,Legendary Orange Star,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2069,Empty Crimson BookShop,proveedor_2,SmallShop,Defiant Lime Valley,Alfrusma,OCCIDENTE,Lorlorval Gmbh,DISTRIBUIDORES,III
2070,Defiant Navy Shop,proveedor_2,AllInOne,Rare Turquoise Rock,Rodbare,SUROESTE,Elore Toughworks,DISTRIBUIDORES,VI
2072,New Magenta HighShop,proveedor_2,AllInOne,Bloody Yellow Town,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
2073,Small Sky Blue TallMarket,proveedor_2,AllInOne,Rare Brown Key,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2074,Dangerous Aquamarine Leftorium,proveedor_2,Leftorium,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2075,Horrible Brown Jeweller,proveedor_2,Leftorium,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2076,Bizarre Maroon Market,proveedor_2,Leftorium,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
2077,Impressive Lime TinyShop,proveedor_2,AllInOne,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2078,Clean Orange Convenience,proveedor_2,AllInOne,Short Silver Castle,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2079,Short Coral Bank,proveedor_2,Leftorium,Rare Lemon Key,Alloralf,METRO-SUR,Thrilthoal Empire,METRO,IV
2080,Funny Sky Blue HairDresser,proveedor_2,Leftorium,Short Silver Castle,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2085, Chartreuse Stationer,proveedor_2,SmallShop,Funny Yellow Ship,Coalmar,SURESTE,Evitrus Inc.,DISTRIBUIDORES,VI
2086,Massive Lavender Grocery,proveedor_2,SmallShop,Impressive Black Pine,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
2087,Bloody Black Stationer,proveedor_2,SmallShop,Singing Coral Metropolis,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
2088,First Red HighShop,proveedor_2,SmallShop,Angry Lime ,Thrilvallor,CENTRO,Valalfco Corp.,DISTRIBUIDORES,IV
2089,Kicking Lime Laundrette,proveedor_2,Leftorium,Great Navy Stone,Madgulrus,NORESTE,Barrusgul Corp.,FORANEO,II
2090,Massive Maroon LunchHall,proveedor_2,Leftorium, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
2091,Legendary Fuchsia Convenience,proveedor_2,Leftorium,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
2092,Awesome Lemon BookShop,proveedor_2,GipsyTrade,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
2093,Tall Brown Market,proveedor_2,GipsyTrade,Big Chocolate Jungle,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
2097,Big Lavender Convenience,proveedor_2,AllInOne,Funny Salmon Vessel,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
2098,Enlightened Red CoffeShop,proveedor_2,AllInOne,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2099,Evil Cyan Center,proveedor_2,AllInOne,Legendary Sky Blue Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
2100,High Burgundy TinyShop,proveedor_2,Grocery,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2102,Alive Salmon Bank,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2104,Funny Turquoise Grocery,proveedor_2,SmallShop,Kicking Violet Tree,Mobartho,PENÍNSULA,Valarar Toughworks,FORANEO,VI
2108,Awful Violet SuperMarket,proveedor_2,AllInOne,Alive Azure Tower,Mobartho,PENÍNSULA,Valarar Toughworks,FORANEO,VI
2109,Angry Salmon LunchHall,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2111,Small Aqua TinyShop,proveedor_2,AllInOne,Defiant Brown Valley,Gulalco,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,I
2112,Tiny Maroon Bank,proveedor_2,AllInOne,Defiant Brown Valley,Gulalco,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,I
2113,Dull Cyan Market,proveedor_2,SmallShop,Small Magenta Creek,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
2114,Funny Salmon GreatShop,proveedor_2,SmallShop,Singing Black Vessel,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2115,Defiant Lavender Chemist,proveedor_2,SmallShop,Clean Olive Town,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
2116,Short Salmon Cafe,proveedor_2,SmallShop,Angry Indigo Applepie,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
2118,Singing Burgundy TinyShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2119, Lemon LunchHall,proveedor_2,Grocery,Rare Lemon Key,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2124,Alive Brown LunchHall,proveedor_2,Grocery, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
2125,Young Chocolate SuperMarket,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2127,Old Turquoise HighShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2129,Massive Beige Leftorium,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2130,Awful Beige Butcher,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2131, Magenta TallMarket,proveedor_2,Grocery,Bad Silver Dirt,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2132,Last Yellow Bank,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2134,Bloody Crimson Stationer,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2135,Small Sky Blue Fishmonger,proveedor_2,AllInOne,Old Sea Green Soil,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2136, Turquoise LunchHall,proveedor_2,AllInOne,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
2138,Tall Orange Leftorium,proveedor_2,AllInOne,Bad Orange Barrier,Madgulrus,NOROESTE,Rodthrilvit Vocals,FORANEO,II
2139,Singing Indigo Deli,proveedor_2,Grocery,Tiny Chocolate River,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
2141,Tall Dark Grocery,proveedor_2,AllInOne,Singing White Mud,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2142,Tiny White HairDresser,proveedor_2,AllInOne,Tiny Pink Soil,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
2143,Evil Lemon Mall,proveedor_2,SmallShop,Last Golden Shop,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
2144,Interesting Aqua BookShop,proveedor_2,SmallShop,Tall Chocolate Barrier,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
2145,Old Coral BigCenter,proveedor_2,SmallShop,Tiny Orchid Rock,Thrilvallor,CENTRO,Gornmadvit Industrail,DISTRIBUIDORES,IV
2147,Short Cyan Mall,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2149,Alive Aquamarine Chemist,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2150, Lemon CoffeShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2152,Tiny Orchid BigCom,proveedor_2,Grocery,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
2153,Little Maroon Florist,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2156,Awesome Fuchsia Grocery,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2157,Rare Navy GreatShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2158,Angry Violet BigCenter,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2159,Legendary Magenta Butcher,proveedor_2,Grocery,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
2160,Last Beige BigCom,proveedor_2,Grocery,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
2161,Bloody Salmon GreatShop,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2163,Impressive Khaki SuperMarket,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2164,Enlightened Purple Baker,proveedor_2,BigCom,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2165,Little Cyan Fishmonger,proveedor_2,Grocery,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
2166,High Pink Deli,proveedor_2,Grocery,Little Salmon Bay,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2168, Turquoise Convenience,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2169,New Maroon Leftorium,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2170,Defiant Maroon Butcher,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2172,Old Pink BigCom,proveedor_2,Grocery,Bad Silver Dirt,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2173,First Lime Butcher,proveedor_2,Grocery,Legendary Orange Dirt,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2174,Kicking Beige Deli,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2175,Last Violet Market,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2177,Young Fuchsia Deli,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2179,Enlightened Yellow Grocery,proveedor_2,Leftorium,Clean Chartreuse Valley,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
2180,Defiant Chocolate Shop,proveedor_2,GipsyTrade,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2183,Awesome Aqua GipsyTrade,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Marvitrus Ifonforge Industries,METRO,V
2184,Bloody Chocolate AllInOne,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Marvitrus Ifonforge Industries,METRO,V
2185,Alive Lavender TallMarket,proveedor_2,Grocery,Rare Violet Beach,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
2187,Dirty Pink LunchHall,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2188,Big Orchid Stationer,proveedor_2,Grocery,Tiny Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
2189,Singing Turquoise Bank,proveedor_2,Grocery,Interesting Magenta Soil,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2190,Old Cyan CoffeShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2191,Long Beige GreatShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2194,Tiny Purple TinyShop,proveedor_2,Grocery,High Chartreuse Empire,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2195,Short Coral Leftorium,proveedor_2,Grocery,High Chartreuse Empire,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2196,Rare Khaki Grocery,proveedor_2,Grocery,Legendary Orange Dirt,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2198,Tiny Violet Shop,proveedor_2,Grocery,Evil White Baton,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
2199,Short Burgundy Florist,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2200,Last Pink Shop,proveedor_2,Grocery,Rare Lemon Key,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2202,Clean Sea Green Baker,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2203,Legendary Beige SuperMarket,proveedor_2,Grocery,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
2204,Dangerous Sea Green LunchHall,proveedor_2,Leftorium,Young Aquamarine Waters,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
2206,Awful Lavender Grocery,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2207,Big Brown Leftorium,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2208,Evil White Stationer,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2209,Dull Aquamarine Bank,proveedor_2,Grocery,Young White Tower,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2210,Dull Dark Bank,proveedor_2,SmallShop,Defiant Violet ,Alloralf,CENTRO,Comarbar Gmbh,DISTRIBUIDORES,IV
2212,Impressive Indigo Mall,proveedor_2,SmallShop,Dead Aqua ,Madgulrus,NORESTE,Barrusgul Corp.,FORANEO,II
2213,Dead Indigo HighShop,proveedor_2,SmallShop,Awful Dark Stone,Lorgornco,CENTRO,Comarbar Gmbh,DISTRIBUIDORES,IV
2216,Massive Violet GipsyTrade,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2217,Awesome Khaki SmallShop,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2218,Last Fuchsia SuperMarket,proveedor_2,Leftorium,Awful Navy Capital,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
2219,Funny Pink Jeweller,proveedor_2,Leftorium,Tiny Chocolate River,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
2220,Evil Beige GreatShop,proveedor_2,GipsyTrade,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2221,Short Grey Butcher,proveedor_2,AllInOne,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2222,Bloody Burgundy HairDresser,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
2223,Small Coral SmallShop,proveedor_2,AllInOne,Great Beige River,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
2224,Massive Magenta HighShop,proveedor_2,AllInOne,Great Navy Stone,Madgulrus,NORESTE,Barrusgul Corp.,FORANEO,II
2225,Short Sea Green Florist,proveedor_2,AllInOne,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2226,Big Sky Blue Bank,proveedor_2,Grocery,Young White Tower,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2227,Empty Orange Leftorium,proveedor_2,Grocery,Rare Green Ledge,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2228,Great Violet HighShop,proveedor_2,AllInOne,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
2229,New Chocolate Florist,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
